group_id,category,subcategory,description,basis,annual_volume,fnd_unit_price,home_depot_unit_price,home_depot_delta_pct,home_depot_match_tier,lowes_unit_price,lowes_delta_pct,lowes_match_tier,menards_unit_price,menards_delta_pct,menards_match_tier,tile_shop_unit_price,tile_shop_delta_pct,tile_shop_match_tier,market_min,gap_vs_market_min,outcome,cheapest_retailer,flags
G0190,Tile Trim & Edging,Transition Profile,Transition Profile - Amber Ridge bullnose brushed brass,lin_ft,8438.0,9.2929,,,none,9.1729,-0.0129,exact,,,none,9.8812,0.0633,exact,9.1729,0.0131,loss,lowes,no_competitor_offer:home_depot;no_competitor_offer:menards
G0191,Installation Tools,Hand Tool,Hand Tool - Fieldstone knee pads manual,each,1209.0,164.98,164.98,0.0,exact,124.98,-0.2425,exact,169.98,0.0303,exact,169.98,0.0303,exact,124.98,0.3201,loss,lowes,
G0192,Installation Tools,Snap Cutter,Snap Cutter - Bergamo mixing paddle manual,each,189.0,104.98,,,none,104.98,0.0,exact,,,none,87.98,-0.1619,exact,87.98,0.1932,loss,tile_shop,no_competitor_offer:home_depot;no_competitor_offer:menards;promo_driven_gap:tile_shop
G0193,Installation Tools,Wet Saw,Wet Saw - Havana mixing paddle electric,each,1526.0,164.98,169.98,0.0303,exact,164.98,0.0,exact,164.98,0.0,exact,174.98,0.0606,exact,164.98,0.0,tie,floor_and_decor,
G0194,Installation Tools,Hand Tool,Hand Tool - Copperfield leveling clips electric,each,3378.0,99.98,99.98,0.0,exact,99.98,0.0,exact,99.98,0.0,exact,104.98,0.05,exact,99.98,0.0,tie,floor_and_decor,competitor_out_of_stock:tile_shop
G0195,Installation Tools,Leveling System,Leveling System - Oakmont notched trowel manual,each,2743.0,88.98,68.98,-0.2248,exact,86.97,-0.0226,exact,80.99,-0.0898,exact,89.99,0.0114,exact,68.98,0.2899,loss,home_depot,promo_driven_gap:home_depot
G0196,Installation Tools,Hand Tool,Hand Tool - Willow Bend leveling clips electric,each,2105.0,129.98,129.98,0.0,exact,129.98,0.0,exact,124.98,-0.0385,exact,114.98,-0.1154,exact,114.98,0.1305,loss,tile_shop,promo_driven_gap:tile_shop
G0197,Vanities & Tops,Double Sink Vanity,Double Sink Vanity - Quarry 48 engineered stone top,each,720.0,619.0,739.0,0.1939,exact,719.0,0.1616,exact,689.0,0.1131,exact,,,none,689.0,-0.1016,win,floor_and_decor,no_competitor_offer:tile_shop;promo_driven_gap:home_depot;promo_driven_gap:lowes;promo_driven_gap:menards
G0198,Vanities & Tops,Double Sink Vanity,Double Sink Vanity - Charcoal 30 quartz top,each,457.0,469.0,389.0,-0.1706,close,419.0,-0.1066,equivalent,389.0,-0.1706,equivalent,,,none,389.0,0.2057,loss,home_depot,no_competitor_offer:tile_shop
G0199,Vanities & Tops,Double Sink Vanity,Double Sink Vanity - Sundance 48 quartz top,each,517.0,669.0,649.0,-0.0299,close,619.0,-0.0747,equivalent,649.0,-0.0299,close,,,none,619.0,0.0808,loss,lowes,no_competitor_offer:tile_shop
G0200,Vanities & Tops,Single Sink Vanity,Single Sink Vanity - Amber Ridge 24 engineered stone top,each,856.0,879.0,869.0,-0.0114,weak,799.0,-0.091,close,699.0,-0.2048,close,,,none,799.0,0.1001,loss,lowes,competitor_out_of_stock:menards;no_competitor_offer:tile_shop;weak_match:home_depot
