group_id,category,subcategory,description,basis,annual_volume,fnd_brand,fnd_sku,fnd_price_as_quoted,fnd_uom,fnd_pack_coverage,fnd_promo_price,fnd_unit_price,fnd_match_tier,fnd_in_stock,fnd_counted,hd_brand,hd_sku,hd_price_as_quoted,hd_uom,hd_pack_coverage,hd_promo_price,hd_unit_price,hd_match_tier,hd_in_stock,hd_counted,lw_brand,lw_sku,lw_price_as_quoted,lw_uom,lw_pack_coverage,lw_promo_price,lw_unit_price,lw_match_tier,lw_in_stock,lw_counted,mnd_brand,mnd_sku,mnd_price_as_quoted,mnd_uom,mnd_pack_coverage,mnd_promo_price,mnd_unit_price,mnd_match_tier,mnd_in_stock,mnd_counted,tsh_brand,tsh_sku,tsh_price_as_quoted,tsh_uom,tsh_pack_coverage,tsh_promo_price,tsh_unit_price,tsh_match_tier,tsh_in_stock,tsh_counted,market_min,gap_vs_market_min,outcome,cheapest_retailer
G0102,Ceramic Tile,Subway Tile,Subway Tile - Riverbend ceramic 4x12,sq_ft,127832.0,Nova,FLO-577239,1.69,per_sq_ft,,1.39,1.39,base,yes,yes,Daltile,HOM-955106,21.97,per_case,11.33,,1.9391,close,yes,yes,Satori,LOW-860765,0.59,per_tile,0.3333,,1.7702,close,yes,yes,Masterforce,MEN-357798,1.99,per_sq_ft,,,1.99,equivalent,yes,yes,Superior,TIL-947562,0.79,per_tile,0.3333,,2.3702,equivalent,yes,yes,1.7702,-0.2148,win,floor_and_decor
G0103,Ceramic Tile,Floor Ceramic,Floor Ceramic - Sterling ceramic 3x6,sq_ft,43525.0,Nova,FLO-656518,1.79,per_sq_ft,,,1.79,base,yes,yes,TrafficMaster,HOM-375569,25.97,per_case,11.07,,2.346,close,yes,yes,Style Selections,LOW-365003,0.69,per_tile,0.3333,,2.0702,close,yes,yes,Tuscany,MEN-259206,2.19,per_sq_ft,,,2.19,close,yes,yes,Rush River,TIL-277094,2.09,per_sq_ft,,,2.09,close,yes,yes,2.0702,-0.1353,win,floor_and_decor
G0104,Ceramic Tile,Subway Tile,Subway Tile - Charcoal ceramic 3x6,sq_ft,100579.0,Salerno,FLO-436819,1.89,per_sq_ft,,,1.89,base,yes,yes,TrafficMaster,HOM-408304,2.09,per_sq_ft,,,2.09,close,yes,yes,Satori,LOW-377188,0.29,per_tile,0.125,,2.32,equivalent,yes,yes,Tuscany,MEN-233656,27.98,per_case,14.07,23.97,1.7036,equivalent,yes,yes,Marmi,TIL-480802,2.59,per_sq_ft,,,2.59,close,yes,yes,1.7036,0.1094,loss,menards
G0105,Ceramic Tile,Subway Tile,Subway Tile - Charcoal ceramic 3x6,sq_ft,147604.0,Nova,FLO-674554,1.19,per_sq_ft,,,1.19,base,yes,yes,TrafficMaster,HOM-385205,1.39,per_sq_ft,,1.29,1.29,equivalent,yes,yes,Style Selections,LOW-368724,0.19,per_tile,0.125,0.19,1.52,equivalent,no,no,Patrician,MEN-530167,18.98,per_case,14.36,,1.3217,close,yes,yes,,,,,,,,not carried,,no,1.29,-0.0775,win,floor_and_decor
G0106,Ceramic Tile,Field Tile,Field Tile - Onyx ceramic 12x12,sq_ft,120062.0,Marazzi,FLO-208743,2.79,per_sq_ft,,,2.79,base,yes,yes,Marazzi,HOM-226708,3.09,per_sq_ft,,,3.09,exact,yes,yes,Marazzi,LOW-920734,3.09,per_tile,1.0,,3.09,exact,yes,yes,Marazzi,MEN-232252,53.99,per_case,17.73,,3.0451,exact,yes,yes,Marazzi,TIL-840519,3.19,per_sq_ft,,,3.19,exact,yes,yes,3.0451,-0.0838,win,floor_and_decor
G0107,Ceramic Tile,Field Tile,Field Tile - Bayside ceramic 12x12,sq_ft,54136.0,Salerno,FLO-226430,2.89,per_sq_ft,,,2.89,base,yes,yes,TrafficMaster,HOM-426163,33.99,per_case,10.23,30.99,3.0293,close,yes,yes,Satori,LOW-431434,3.69,per_sq_ft,,,3.69,equivalent,yes,yes,Dakota,MEN-171386,50.98,per_case,16.54,,3.0822,equivalent,yes,yes,Superior,TIL-718361,3.49,per_tile,1.0,,3.49,equivalent,yes,yes,3.0293,-0.046,win,floor_and_decor
G0108,Ceramic Tile,Floor Ceramic,Floor Ceramic - Juniper ceramic 6x24,sq_ft,83668.0,Nova,FLO-387120,2.29,per_sq_ft,,,2.29,base,yes,yes,TrafficMaster,HOM-430143,40.97,per_case,15.99,,2.5622,close,yes,yes,Satori,LOW-298836,2.69,per_sq_ft,,,2.69,equivalent,yes,yes,Masterforce,MEN-462684,26.99,per_case,10.2,,2.6461,close,yes,yes,Kismet,TIL-897611,3.09,per_sq_ft,,2.49,2.49,equivalent,yes,yes,2.49,-0.0803,win,floor_and_decor
G0109,Ceramic Tile,Floor Ceramic,Floor Ceramic - Fieldstone ceramic 12x12,sq_ft,119389.0,Nova,FLO-316294,2.09,per_sq_ft,,,2.09,base,yes,yes,Daltile,HOM-430285,29.97,per_case,10.97,27.97,2.5497,close,yes,yes,Satori,LOW-568287,2.39,per_tile,1.0,,2.39,close,yes,yes,Dakota,MEN-177242,2.19,per_sq_ft,,,2.19,close,yes,yes,Superior,TIL-650092,2.49,per_sq_ft,,,2.49,close,yes,yes,2.19,-0.0457,win,floor_and_decor
G0110,Ceramic Tile,Field Tile,Field Tile - Quarry ceramic 6x24,sq_ft,69662.0,Nova,FLO-704044,0.99,per_sq_ft,,,0.99,base,yes,yes,Daltile,HOM-442467,11.97,per_case,11.15,,1.0735,close,yes,yes,Satori,LOW-599041,1.19,per_tile,1.0,1.09,1.09,equivalent,yes,yes,Dakota,MEN-457361,11.98,per_case,10.91,,1.0981,equivalent,yes,yes,Rush River,TIL-719538,1.39,per_tile,1.0,,1.39,equivalent,yes,yes,1.0735,-0.0778,win,floor_and_decor
G0111,Ceramic Tile,Subway Tile,Subway Tile - Chelsea ceramic 12x12,sq_ft,117796.0,Nova,FLO-278673,0.79,per_sq_ft,,,0.79,base,yes,yes,Daltile,HOM-984029,1.09,per_sq_ft,,,1.09,equivalent,yes,yes,Satori,LOW-231502,0.29,per_tile,0.3333,,0.8701,close,yes,yes,Tuscany,MEN-310969,0.99,per_sq_ft,,,0.99,equivalent,yes,yes,,,,,,,,not carried,,no,0.8701,-0.0921,win,floor_and_decor
G0112,Ceramic Tile,Field Tile,Field Tile - Coastal Grey ceramic 4x16,sq_ft,149603.0,Salerno,FLO-591081,2.29,per_sq_ft,,,2.29,base,yes,yes,TrafficMaster,HOM-371702,2.59,per_sq_ft,,,2.59,equivalent,yes,yes,Satori,LOW-124495,2.89,per_sq_ft,,,2.89,close,yes,yes,Masterforce,MEN-536207,36.99,per_case,12.89,,2.8697,close,yes,yes,Kismet,TIL-324388,1.19,per_tile,0.4444,,2.6778,close,yes,yes,2.59,-0.1158,win,floor_and_decor
G0113,Ceramic Tile,Floor Ceramic,Floor Ceramic - Redmond ceramic 12x12,sq_ft,129225.0,Marazzi,FLO-378935,1.19,per_sq_ft,,,1.19,base,yes,yes,Marazzi,HOM-268815,1.29,per_sq_ft,,,1.29,exact,yes,yes,Marazzi,LOW-523670,1.29,per_tile,1.0,,1.29,exact,yes,yes,Marazzi,MEN-297986,17.98,per_case,13.28,,1.3539,exact,yes,yes,Marazzi,TIL-510076,1.29,per_sq_ft,,0.99,0.99,exact,yes,yes,0.99,0.202,loss,tile_shop
G0114,Ceramic Tile,Floor Ceramic,Floor Ceramic - Meridian ceramic 4x12,sq_ft,48988.0,Marazzi,FLO-962919,1.69,per_sq_ft,,1.49,1.49,base,yes,yes,Marazzi,HOM-610819,1.89,per_sq_ft,,,1.89,exact,yes,yes,Marazzi,LOW-969405,1.89,per_sq_ft,,,1.89,exact,yes,yes,,,,,,,,not carried,,no,Marazzi,TIL-732800,1.99,per_sq_ft,,,1.99,exact,yes,yes,1.89,-0.2116,win,floor_and_decor
G0115,Natural Stone Tile,Slate,Slate - Onyx travertine 12x12,sq_ft,5038.0,Nova,FLO-863707,11.98,per_sq_ft,,,11.98,base,yes,yes,MSI,HOM-119830,174.98,per_case,12.66,,13.8215,close,yes,yes,Satori,LOW-161326,15.99,per_sq_ft,,,15.99,equivalent,yes,yes,Dakota,MEN-254767,179.98,per_case,13.63,,13.2047,equivalent,yes,yes,Rush River,TIL-859094,16.98,per_sq_ft,,,16.98,close,yes,yes,13.2047,-0.0927,win,floor_and_decor
G0116,Natural Stone Tile,Marble,Marble - Harbor Oak slate 18x18,sq_ft,34722.0,Nova,FLO-523518,5.69,per_sq_ft,,,5.69,base,yes,yes,Home Decorators Collection,HOM-416272,7.49,per_sq_ft,,,7.49,equivalent,yes,yes,allen + roth,LOW-660502,15.98,per_tile,2.25,12.97,5.7644,equivalent,yes,yes,Masterforce,MEN-431031,109.98,per_case,15.95,,6.8953,equivalent,yes,yes,Rush River,TIL-581473,7.39,per_sq_ft,,,7.39,close,yes,yes,5.7644,-0.0129,win,floor_and_decor
G0117,Natural Stone Tile,Travertine,Travertine - Vintage Elm limestone 18x18,sq_ft,28339.0,Sonoma,FLO-431966,10.97,per_sq_ft,,8.99,8.99,base,yes,yes,,,,,,,,not carried,,no,allen + roth,LOW-321785,30.97,per_tile,2.25,,13.7644,equivalent,yes,yes,Dakota,MEN-773676,194.98,per_case,15.62,,12.4827,equivalent,yes,yes,Kismet,TIL-295037,15.97,per_sq_ft,,,15.97,equivalent,yes,yes,12.4827,-0.2798,win,floor_and_decor
G0118,Natural Stone Tile,Marble,Marble - Cambridge quartzite 16x16,sq_ft,14599.0,MSI,FLO-568176,9.59,per_sq_ft,,,9.59,base,yes,yes,MSI,HOM-105091,11.99,per_sq_ft,,,11.99,exact,yes,yes,MSI,LOW-897914,18.99,per_tile,1.7778,,10.6817,exact,yes,yes,MSI,MEN-296983,10.97,per_sq_ft,,,10.97,exact,yes,yes,MSI,TIL-554708,11.97,per_sq_ft,,,11.97,exact,yes,yes,10.6817,-0.1022,win,floor_and_decor
G0119,Natural Stone Tile,Quartzite,Quartzite - Sundance travertine 6x12,sq_ft,16421.0,Sonoma,FLO-482430,6.19,per_sq_ft,,,6.19,base,yes,yes,MSI,HOM-290557,8.09,per_sq_ft,,,8.09,close,yes,yes,allen + roth,LOW-568148,4.09,per_tile,0.5,,8.18,equivalent,yes,yes,Dakota,MEN-891956,8.09,per_sq_ft,,,8.09,equivalent,yes,yes,Rush River,TIL-385108,8.19,per_sq_ft,,,8.19,equivalent,yes,yes,8.09,-0.2349,win,floor_and_decor
G0120,Natural Stone Tile,Slate,Slate - Harbor Oak slate 12x12,sq_ft,22974.0,Sonoma,FLO-115081,4.79,per_sq_ft,,,4.79,base,yes,yes,MSI,HOM-193322,5.59,per_sq_ft,,,5.59,close,yes,yes,Satori,LOW-169001,5.79,per_tile,1.0,,5.79,equivalent,yes,yes,Patrician,MEN-423555,6.09,per_sq_ft,,,6.09,equivalent,yes,yes,Superior,TIL-490760,6.59,per_sq_ft,,,6.59,close,yes,yes,5.59,-0.1431,win,floor_and_decor
G0121,Natural Stone Tile,Travertine,Travertine - Stonehaven limestone 16x16,sq_ft,35877.0,Founders,FLO-995808,9.29,per_sq_ft,,,9.29,base,yes,yes,,,,,,,,not carried,,no,allen + roth,LOW-268881,11.99,per_sq_ft,,10.99,10.99,equivalent,yes,yes,Masterforce,MEN-884284,12.98,per_sq_ft,,,12.98,equivalent,yes,yes,Kismet,TIL-747847,13.99,per_sq_ft,,,13.99,equivalent,yes,yes,10.99,-0.1547,win,floor_and_decor
G0122,Natural Stone Tile,Travertine,Travertine - Dunmore travertine 12x12,sq_ft,14379.0,Founders,FLO-247845,6.49,per_sq_ft,,,6.49,base,yes,yes,MSI,HOM-587842,7.59,per_sq_ft,,,7.59,equivalent,no,no,,,,,,,,not carried,,no,Tuscany,MEN-720170,81.99,per_case,11.65,,7.0378,equivalent,yes,yes,Marmi,TIL-282740,8.49,per_sq_ft,,,8.49,equivalent,yes,yes,7.0378,-0.0778,win,floor_and_decor
G0123,Natural Stone Tile,Travertine,Travertine - Umber slate 6x12,sq_ft,18612.0,Sonoma,FLO-383806,7.89,per_sq_ft,,,7.89,base,yes,yes,Home Decorators Collection,HOM-605328,97.99,per_case,9.24,,10.605,equivalent,yes,yes,allen + roth,LOW-559600,5.19,per_tile,0.5,,10.38,equivalent,no,no,Masterforce,MEN-442102,98.98,per_case,11.21,79.99,7.1356,close,yes,yes,Marmi,TIL-114589,4.79,per_tile,0.5,,9.58,equivalent,no,no,7.1356,0.1057,loss,menards
G0124,Natural Stone Tile,Travertine,Travertine - Sterling travertine 12x24,sq_ft,38993.0,Founders,FLO-774952,12.98,per_sq_ft,,,12.98,base,yes,yes,MSI,HOM-329013,17.97,per_sq_ft,,,17.97,equivalent,yes,yes,Satori,LOW-582732,17.99,per_sq_ft,,14.97,14.97,equivalent,yes,yes,Patrician,MEN-485689,124.98,per_case,8.21,,15.2229,equivalent,yes,yes,Superior,TIL-726786,17.99,per_sq_ft,,15.98,15.98,close,yes,yes,14.97,-0.1329,win,floor_and_decor
G0125,Natural Stone Tile,Limestone,Limestone - Dunmore travertine 12x24,sq_ft,33636.0,Founders,FLO-790585,5.79,per_sq_ft,,,5.79,base,yes,yes,MSI,HOM-751977,104.98,per_case,14.82,,7.0837,equivalent,yes,yes,allen + roth,LOW-429951,6.49,per_sq_ft,,,6.49,close,yes,yes,Patrician,MEN-624946,7.79,per_sq_ft,,,7.79,close,yes,yes,Rush River,TIL-675775,7.89,per_sq_ft,,6.49,6.49,equivalent,yes,yes,6.49,-0.1079,win,floor_and_decor
G0126,Natural Stone Tile,Slate,Slate - Thornbury travertine 12x24,sq_ft,33404.0,Nova,FLO-534685,9.39,per_sq_ft,,,9.39,base,yes,yes,MSI,HOM-618658,164.98,per_case,15.78,,10.455,close,yes,yes,allen + roth,LOW-588036,11.97,per_sq_ft,,,11.97,close,yes,yes,Patrician,MEN-133232,10.99,per_sq_ft,,,10.99,close,yes,yes,Rush River,TIL-725537,12.97,per_sq_ft,,,12.97,equivalent,yes,yes,10.455,-0.1019,win,floor_and_decor
G0127,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Alabaster marble hexagon,sq_ft,2066.0,Nova,FLO-615170,12.97,per_sq_ft,,11.98,11.98,base,yes,yes,MSI,HOM-743210,14.97,per_sheet,0.96,,15.5938,equivalent,yes,yes,allen + roth,LOW-111423,13.98,per_sq_ft,,,13.98,equivalent,yes,yes,Dakota,MEN-349206,15.99,per_sheet,0.97,,16.4845,close,yes,yes,Superior,TIL-947346,15.98,per_sq_ft,,,15.98,equivalent,yes,yes,13.98,-0.1431,win,floor_and_decor
G0128,Mosaic & Decorative Tile,Stone Mosaic,Stone Mosaic - Thornbury marble subway,sq_ft,4549.0,Nova,FLO-580904,20.98,per_sq_ft,,,20.98,base,yes,yes,MSI,HOM-782154,24.98,per_sheet,1.0,,24.98,equivalent,yes,yes,Satori,LOW-520077,27.97,per_sheet,1.0,,27.97,equivalent,yes,yes,Tuscany,MEN-569557,25.99,per_sheet,0.96,,27.0729,close,yes,yes,Marmi,TIL-596825,28.99,per_sq_ft,,,28.99,equivalent,yes,yes,24.98,-0.1601,win,floor_and_decor
G0129,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Oakmont marble picket,sq_ft,3812.0,Founders,FLO-199287,22.99,per_sq_ft,,,22.99,base,yes,yes,MSI,HOM-557437,24.99,per_sheet,1.0,,24.99,equivalent,yes,yes,allen + roth,LOW-729377,26.97,per_sheet,1.0,,26.97,close,no,no,Masterforce,MEN-965746,22.99,per_sheet,0.96,20.99,21.8646,equivalent,yes,yes,Superior,TIL-717586,30.97,per_sq_ft,,,30.97,equivalent,yes,yes,21.8646,0.0515,loss,menards
G0130,Mosaic & Decorative Tile,Stone Mosaic,Stone Mosaic - Riverbend porcelain subway,sq_ft,5055.0,Nova,FLO-367758,21.98,per_sheet,1.0,,21.98,base,yes,yes,Home Decorators Collection,HOM-530483,26.97,per_sheet,0.97,,27.8041,equivalent,yes,yes,Satori,LOW-519255,27.97,per_sq_ft,,,27.97,equivalent,yes,yes,Patrician,MEN-303079,25.97,per_sheet,1.0,,25.97,equivalent,yes,yes,Marmi,TIL-299750,29.99,per_sq_ft,,24.99,24.99,equivalent,yes,yes,24.99,-0.1204,win,floor_and_decor
G0131,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Nordic marble hexagon,sq_ft,2762.0,Founders,FLO-555354,20.97,per_sheet,1.0,,20.97,base,yes,yes,Home Decorators Collection,HOM-446648,24.98,per_sheet,0.96,,26.0208,weak,yes,no,allen + roth,LOW-313797,26.99,per_sq_ft,,,26.99,equivalent,yes,yes,Masterforce,MEN-323290,25.98,per_sheet,1.0,,25.98,close,yes,yes,,,,,,,,not carried,,no,25.98,-0.1928,win,floor_and_decor
G0132,Mosaic & Decorative Tile,Porcelain Mosaic,Porcelain Mosaic - Millbrook glass penny round,sq_ft,1927.0,Nova,FLO-262391,22.98,per_sq_ft,,,22.98,base,yes,yes,MSI,HOM-563898,30.97,per_sheet,0.96,25.97,27.0521,equivalent,yes,yes,Satori,LOW-149429,26.99,per_sq_ft,,23.99,23.99,equivalent,no,no,Masterforce,MEN-213970,27.99,per_sheet,1.0,,27.99,equivalent,yes,yes,Superior,TIL-418580,26.97,per_sheet,0.96,21.99,22.9062,close,yes,yes,22.9062,0.0032,tie,floor_and_decor
G0133,Mosaic & Decorative Tile,Glass Mosaic,Glass Mosaic - Espresso glass herringbone,sq_ft,1286.0,Nova,FLO-740386,12.99,per_sheet,1.0,,12.99,base,yes,yes,Home Decorators Collection,HOM-311256,16.98,per_sheet,1.0,14.98,14.98,equivalent,yes,yes,allen + roth,LOW-877720,13.98,per_sq_ft,,,13.98,equivalent,yes,yes,Patrician,MEN-867578,15.99,per_sheet,1.0,,15.99,equivalent,yes,yes,Marmi,TIL-865344,17.99,per_sheet,0.96,,18.7396,close,yes,yes,13.98,-0.0708,win,floor_and_decor
G0134,Mosaic & Decorative Tile,Stone Mosaic,Stone Mosaic - Havana glass and stone penny round,sq_ft,7108.0,Founders,FLO-566363,11.99,per_sq_ft,,,11.99,base,yes,yes,MSI,HOM-958732,15.98,per_sheet,0.97,,16.4742,weak,yes,no,allen + roth,LOW-256204,14.98,per_sq_ft,,12.99,12.99,equivalent,yes,yes,Tuscany,MEN-932928,12.97,per_sheet,0.96,,13.5104,close,no,no,Marmi,TIL-791284,16.97,per_sq_ft,,,16.97,equivalent,yes,yes,12.99,-0.077,win,floor_and_decor
G0135,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Hillcrest marble subway,sq_ft,2125.0,Founders,FLO-486306,23.98,per_sq_ft,,21.98,21.98,base,yes,yes,Home Decorators Collection,HOM-345429,26.97,per_sheet,1.0,,26.97,equivalent,yes,yes,Satori,LOW-213979,26.98,per_sheet,1.0,,26.98,weak,yes,no,,,,,,,,not carried,,no,,,,,,,,not carried,,no,26.97,-0.185,win,floor_and_decor
G0136,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Thornbury marble basketweave,sq_ft,4878.0,Founders,FLO-964154,17.97,per_sheet,0.96,,18.7188,base,yes,yes,Home Decorators Collection,HOM-497622,21.99,per_sheet,0.97,,22.6701,weak,yes,no,allen + roth,LOW-983426,22.98,per_sheet,1.0,,22.98,equivalent,yes,yes,Masterforce,MEN-909191,24.97,per_sheet,1.0,,24.97,equivalent,yes,yes,,,,,,,,not carried,,no,22.98,-0.1854,win,floor_and_decor
G0137,Wall Tile & Backsplash,Glass Wall,Glass Wall - Quarry ceramic 4x16,sq_ft,19290.0,Marazzi,FLO-212842,3.59,per_sq_ft,,,3.59,base,yes,yes,Marazzi,HOM-289966,3.99,per_sq_ft,,,3.99,exact,yes,yes,Marazzi,LOW-203278,3.89,per_sq_ft,,,3.89,exact,yes,yes,Marazzi,MEN-652563,37.98,per_case,9.37,,4.0534,exact,yes,yes,Marazzi,TIL-809655,3.89,per_sq_ft,,,3.89,exact,yes,yes,3.89,-0.0771,win,floor_and_decor
G0138,Wall Tile & Backsplash,Porcelain Wall,Porcelain Wall - Umber glass 4x12,sq_ft,12730.0,Salerno,FLO-917026,5.19,per_sq_ft,,,5.19,base,yes,yes,Home Decorators Collection,HOM-445903,6.39,per_sq_ft,,,6.39,weak,no,no,Style Selections,LOW-514817,6.09,per_sq_ft,,5.49,5.49,close,yes,yes,Masterforce,MEN-664327,64.99,per_case,10.94,,5.9406,close,yes,yes,,,,,,,,not carried,,no,5.49,-0.0546,win,floor_and_decor
G0139,Wall Tile & Backsplash,Glass Wall,Glass Wall - Slate Creek porcelain 3x6,sq_ft,4907.0,Nova,FLO-874989,4.39,per_sq_ft,,,4.39,base,yes,yes,Home Decorators Collection,HOM-149431,4.99,per_sq_ft,,4.39,4.39,equivalent,yes,yes,Satori,LOW-843771,4.99,per_sq_ft,,,4.99,equivalent,yes,yes,Masterforce,MEN-506983,5.49,per_sq_ft,,,5.49,close,yes,yes,Kismet,TIL-203294,5.49,per_sq_ft,,4.39,4.39,close,no,no,4.39,0.0,tie,floor_and_decor
G0140,Wall Tile & Backsplash,Glass Wall,Glass Wall - Barnwood ceramic 4x16,sq_ft,18832.0,Salerno,FLO-829986,5.09,per_sq_ft,,,5.09,base,yes,yes,Home Decorators Collection,HOM-882159,61.98,per_case,11.09,54.99,4.9585,equivalent,yes,yes,Satori,LOW-482046,6.09,per_sq_ft,,,6.09,equivalent,yes,yes,Dakota,MEN-561432,5.39,per_sq_ft,,,5.39,equivalent,yes,yes,Rush River,TIL-517946,6.69,per_sq_ft,,5.09,5.09,close,yes,yes,4.9585,0.0265,loss,home_depot
G0141,Wall Tile & Backsplash,Glass Wall,Glass Wall - Sundance glass 3x6,sq_ft,2647.0,Nova,FLO-610505,6.79,per_sq_ft,,,6.79,base,yes,yes,Daltile,HOM-896770,7.39,per_sq_ft,,,7.39,equivalent,yes,yes,Style Selections,LOW-192992,8.69,per_sq_ft,,7.19,7.19,equivalent,yes,yes,Dakota,MEN-658685,58.97,per_case,8.0,,7.3712,close,yes,yes,,,,,,,,not carried,,no,7.19,-0.0556,win,floor_and_decor
G0142,Wall Tile & Backsplash,Glass Wall,Glass Wall - Westbury porcelain 3x6,sq_ft,4459.0,Nova,FLO-987036,3.59,per_sq_ft,,,3.59,base,yes,yes,Home Decorators Collection,HOM-146214,4.49,per_sq_ft,,,4.49,close,yes,yes,Satori,LOW-151076,4.19,per_sq_ft,,3.79,3.79,close,yes,yes,Masterforce,MEN-830612,4.09,per_sq_ft,,,4.09,close,yes,yes,,,,,,,,not carried,,no,3.79,-0.0528,win,floor_and_decor
G0143,Wall Tile & Backsplash,Glass Wall,Glass Wall - Quarry porcelain 4x16,sq_ft,4030.0,Salerno,FLO-432459,6.29,per_sq_ft,,,6.29,base,yes,yes,Home Decorators Collection,HOM-343224,8.39,per_sq_ft,,,8.39,equivalent,yes,yes,Style Selections,LOW-386381,7.69,per_sq_ft,,5.89,5.89,equivalent,yes,yes,Tuscany,MEN-881321,7.19,per_sq_ft,,,7.19,equivalent,yes,yes,Marmi,TIL-599885,8.29,per_sq_ft,,,8.29,close,yes,yes,5.89,0.0679,loss,lowes
G0144,Wall Tile & Backsplash,Glass Wall,Glass Wall - Calacatta porcelain 4x16,sq_ft,16545.0,Salerno,FLO-321360,4.79,per_sq_ft,,,4.79,base,yes,yes,Home Decorators Collection,HOM-467266,50.98,per_case,8.68,,5.8733,close,yes,yes,Satori,LOW-207673,5.89,per_sq_ft,,,5.89,weak,yes,no,Dakota,MEN-624415,5.89,per_sq_ft,,4.69,4.69,close,yes,yes,,,,,,,,not carried,,no,4.69,0.0213,loss,menards
G0145,Carpet & Carpet Tile,Broadloom,Broadloom - Harbor Oak nylon 32,sq_ft,24853.0,Shaw,FLO-788990,2.89,per_sq_ft,,,2.89,base,yes,yes,Shaw,HOM-570718,139.98,per_case,45.0,,3.1107,exact,yes,yes,Shaw,LOW-356898,27.98,per_sq_yd,,,3.1089,exact,yes,yes,Shaw,MEN-240333,2.99,per_sq_ft,,,2.99,exact,yes,yes,,,,,,,,not carried,,no,2.99,-0.0334,win,floor_and_decor
G0146,Carpet & Carpet Tile,Broadloom,Broadloom - Oakmont polyester 40,sq_ft,24494.0,Sonoma,FLO-917750,2.29,per_sq_ft,,,2.29,base,yes,yes,TrafficMaster,HOM-510226,2.49,per_sq_ft,,,2.49,equivalent,yes,yes,STAINMASTER,LOW-525945,21.98,per_sq_yd,,,2.4422,equivalent,no,no,Dakota,MEN-472289,119.98,per_case,45.0,,2.6662,equivalent,yes,yes,,,,,,,,not carried,,no,2.49,-0.0803,win,floor_and_decor
G0147,Carpet & Carpet Tile,Broadloom,Broadloom - Calacatta nylon 26,sq_ft,4185.0,Sonoma,FLO-947054,1.69,per_sq_ft,,,1.69,base,yes,yes,Home Decorators Collection,HOM-673928,2.19,per_sq_ft,,,2.19,equivalent,yes,yes,STAINMASTER,LOW-813897,1.89,per_sq_ft,,,1.89,equivalent,yes,yes,Dakota,MEN-968069,1.99,per_sq_ft,,1.59,1.59,equivalent,no,no,,,,,,,,not carried,,no,1.89,-0.1058,win,floor_and_decor
G0148,Carpet & Carpet Tile,Broadloom,Broadloom - Umber nylon 26,sq_ft,9858.0,NuCore Soft,FLO-229910,2.19,per_sq_ft,,,2.19,base,yes,yes,TrafficMaster,HOM-633562,70.97,per_case,26.0,,2.7296,equivalent,yes,yes,Style Selections,LOW-119335,2.29,per_sq_ft,,,2.29,equivalent,yes,yes,Patrician,MEN-226714,60.98,per_case,26.0,,2.3454,equivalent,yes,yes,,,,,,,,not carried,,no,2.29,-0.0437,win,floor_and_decor
G0149,Carpet & Carpet Tile,Carpet Tile,Carpet Tile - Westbury nylon 20,sq_ft,22702.0,Sonoma,FLO-299197,3.29,per_sq_ft,,,3.29,base,yes,yes,TrafficMaster,HOM-242419,3.99,per_sq_ft,,3.39,3.39,equivalent,yes,yes,Style Selections,LOW-376925,3.99,per_sq_ft,,3.29,3.29,close,yes,yes,Dakota,MEN-371181,3.49,per_sq_ft,,,3.49,equivalent,yes,yes,,,,,,,,not carried,,no,3.29,0.0,tie,floor_and_decor
G0150,Carpet & Carpet Tile,Carpet Tile,Carpet Tile - Vintage Elm nylon 26,sq_ft,9545.0,NuCore Soft,FLO-626400,2.69,per_sq_ft,,,2.69,base,yes,yes,Home Decorators Collection,HOM-158415,134.98,per_case,45.0,104.98,2.3329,equivalent,no,no,Style Selections,LOW-228994,2.89,per_sq_ft,,,2.89,equivalent,yes,yes,Patrician,MEN-251105,61.98,per_case,21.53,,2.8788,equivalent,no,no,,,,,,,,not carried,,no,2.89,-0.0692,win,floor_and_decor
G0151,Underlayment,Rubber Underlayment,Rubber Underlayment - Oakmont cork 6,sq_ft,42416.0,QEP,FLO-924641,68.99,per_roll_sqft,100.0,,0.6899,base,yes,yes,QEP,HOM-684902,439.0,per_roll_sqft,630.0,,0.6968,exact,yes,yes,QEP,LOW-424272,71.97,per_roll_sqft,100.0,,0.7197,exact,yes,yes,QEP,MEN-613396,139.98,per_roll_sqft,200.0,,0.6999,exact,yes,yes,,,,,,,,not carried,,no,0.6968,-0.0099,win,floor_and_decor
G0152,Underlayment,Felt Underlayment,Felt Underlayment - Riverbend cork 2,sq_ft,24022.0,QEP,FLO-435639,134.98,per_roll_sqft,200.0,,0.6749,base,yes,yes,QEP,HOM-951538,469.0,per_roll_sqft,630.0,,0.7444,exact,yes,yes,QEP,LOW-846049,0.79,per_sq_ft,,,0.79,exact,yes,yes,QEP,MEN-708346,139.98,per_roll_sqft,200.0,,0.6999,exact,yes,yes,,,,,,,,not carried,,no,0.6999,-0.0357,win,floor_and_decor
